pointid	key	value	Naam	tar_group	cvvi	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
W(_1002.1.5	highway	track	Weidestreek (Luik)	1	0.491942158508562	0	3	1.41203474998474	1	1	2	eerste set	248278.072549506	162237.551829609
W(_1032.3	highway	track	Weidestreek (Luik)	1	0.408409070556131	0	3	1.45320916175842	1	1	7	eerste set	248779.374625582	162768.224750706
W(_1049.12	highway	track	Weidestreek (Luik)	1	0.386585110640614	0	3	1.39942836761475	0	1	34	eerste set	247394.260718082	162281.977542054
W(_1063.3	highway	track	Weidestreek (Luik)	1	0.293193613209246	0	3	1.41459286212921	0	1	51	eerste set	247786.736088175	162440.226669518
W(_1104.1	highway	track	Weidestreek (Luik)	1	0.423234312291771	0	3	1.37737619876862	1	1	1	eerste set	254639.013604274	159260.120422913
W(_113.5	highway	tertiary	Weidestreek (Luik)	1	0.385456285127797	0	3	1.45758426189423	1	1	49	eerste set	255893.433388066	158161.330796292
W(_1157.2	highway	unclassified	Weidestreek (Luik)	1	0.517980400338686	0	3	1.36997306346893	1	1	50	eerste set	252784.856697029	161448.545357614
W(_1171.1.1	highway	track	Weidestreek (Luik)	1	0.435425627830748	0	3	1.39314985275269	0	1	22	eerste set	245005.529761832	161186.860967459
W(_1206	highway	track	Weidestreek (Luik)	1	0.390799392555401	0	3	1.36942279338837	0	1	30	eerste set	247916.595211693	162995.880257292
W(_135.6	highway	track	Weidestreek (Luik)	1	0.447917963506624	0	3	1.4689838886261	0	1	21	eerste set	247209.876747978	161581.623978356
W(_140.1	highway	track	Weidestreek (Luik)	1	0.465903916678265	0	3	1.41285145282745	0	1	37	eerste set	245343.404308941	161758.537965269
W(_143.7	highway	track	Weidestreek (Luik)	1	0.366266251408926	0	3	1.40587556362152	0	1	63	eerste set	247697.062840782	161498.031690171
W(_163.6	highway	track	Weidestreek (Luik)	1	0.378006036742852	0	3	1.41512632369995	1	1	20	eerste set	250285.29594724	160647.667502764
W(_201.5	highway	track	Weidestreek (Luik)	1	0.297859425329148	0	3	1.45394062995911	1	1	4	eerste set	248602.740651576	161415.94900076
W(_214.14	highway	track	Weidestreek (Luik)	1	0.536568393783995	0	3	1.50180041790009	1	1	53	eerste set	255202.254296936	161642.19584662
W(_215.9	highway	track	Weidestreek (Luik)	1	0.503456178739622	0	4	1.52638339996338	1	1	17	eerste set	255737.997856994	160833.775034067
W(_236	highway	track	Weidestreek (Luik)	1	0.386434600572339	0	3	1.43047726154327	1	1	48	eerste set	251194.244800275	160175.883881558
W(_270	highway	track	Weidestreek (Luik)	1	0.351290499604928	0	3	1.35656547546387	1	1	38	eerste set	254419.524548194	159595.637939038
W(_272.2	highway	unclassified	Weidestreek (Luik)	1	0.27739005602909	0	3	1.36245453357697	1	1	65	eerste set	255513.131844611	159452.533335359
W(_287.2	highway	track	Weidestreek (Luik)	1	0.195888853999981	0	3	1.39234292507172	1	1	54	eerste set	253223.357314876	159713.633177257
W(_295	highway	unclassified	Weidestreek (Luik)	1	0.287248465508195	0	3	1.38426053524017	1	1	88	eerste set	255079.60802559	157910.670313176
W(_305.2	highway	tertiary	Weidestreek (Luik)	1	0.174064894084441	0	3	1.46926927566528	1	1	15	eerste set	255876.167714213	159888.741080971
W(_305.7	highway	tertiary	Weidestreek (Luik)	1	0.394261124128201	0	3	1.45950043201447	1	1	41	eerste set	256388.642225856	160529.699470934
W(_307.1	highway	unclassified	Weidestreek (Luik)	1	0.297106874987271	0	3	1.40381896495819	1	1	47	eerste set	255939.92286545	158686.582537127
W(_320.1	highway	track	Weidestreek (Luik)	1	0.433619507010246	0	3	1.37102103233337	1	1	9	eerste set	254843.096545381	158868.103850282
W(_324.2	highway	track	Weidestreek (Luik)	1	0.583076004914123	0	3	1.45084083080292	1	1	52	eerste set	252493.595402345	158941.037140436
W(_329.12	highway	track	Weidestreek (Luik)	1	0.477794212080587	0	3	1.46570634841919	1	1	58	eerste set	252883.584813997	157432.759789488
W(_329.21	highway	track	Weidestreek (Luik)	1	0.349484378784308	0	3	1.44482278823853	1	1	84	eerste set	252944.169914884	157865.835383843
W(_356.10	highway	track	Weidestreek (Luik)	1	0.391326177794679	0	3	1.49420058727264	1	1	73	eerste set	249033.106983346	161444.324045845
W(_391.6	highway	tertiary	Weidestreek (Luik)	1	0.575174226323893	0	3	1.40090107917786	1	1	23	eerste set	253191.749411594	158209.22294674
W(_41	highway	tertiary	Weidestreek (Luik)	1	0.395841479846183	0	4	1.51615393161774	1	1	13	eerste set	253017.826669147	160167.257494443
W(_420	highway	track	Weidestreek (Luik)	1	0.57088468937518	0	3	1.47604203224182	0	1	3	eerste set	257695.723970468	159507.947397826
W(_422	highway	unclassified	Weidestreek (Luik)	1	0.322543076543924	0	3	1.46142768859863	1	1	35	eerste set	256959.968910722	158638.160204168
W(_424	highway	unclassified	Weidestreek (Luik)	1	0.566595152426221	0	3	1.46159207820892	0	1	32	eerste set	258010.453708823	159131.061839659
W(_426.14	highway	tertiary	Weidestreek (Luik)	1	0.581269884093369	0	3	1.46268022060394	1	1	56	eerste set	257004.719631322	159719.227762294
W(_427.16	highway	track	Weidestreek (Luik)	1	0.310803291210009	0	3	1.47847878932953	1	1	83	eerste set	256643.629242932	159980.450924012
W(_427.3	highway	track	Weidestreek (Luik)	1	0.732607757852115	0	4	1.54493868350983	1	1	64	eerste set	256568.658027808	159445.294701228
W(_449.1.6	highway	track	Weidestreek (Luik)	1	0.496683225662496	0	4	1.51383793354034	0	1	12	eerste set	249034.997980637	164051.66535416
W(_47.3.2	highway	tertiary	Weidestreek (Luik)	1	0.463571010618336	0	3	1.49097120761871	1	1	68	eerste set	255731.533803398	161241.998869756
W(_501.8	highway	track	Weidestreek (Luik)	1	0.183848048529287	0	3	1.38287615776062	0	1	27	eerste set	248303.808508485	162683.372984623
W(_544.1	highway	track	Weidestreek (Luik)	1	0.335110667253849	0	3	1.49547827243805	1	1	31	eerste set	257100.654897978	157933.518710569
W(_586.1	highway	track	Weidestreek (Luik)	1	0.225614592505487	0	3	1.35909676551819	1	1	28	eerste set	251804.833243631	159194.127684782
W(_609.10	highway	track	Weidestreek (Luik)	1	0.435425627830781	0	3	1.47943675518036	1	1	59	eerste set	252449.971122192	160237.416887091
W(_632.1	highway	tertiary	Weidestreek (Luik)	1	0.447315923232936	0	3	1.36748778820038	1	1	16	eerste set	250452.429148822	161056.006863552
W(_64.7	highway	unclassified	Weidestreek (Luik)	1	0.656299153182183	0	4	1.53818035125732	1	1	85	eerste set	253843.740863144	161555.129712359
W(_669.1.1	highway	unclassified	Weidestreek (Luik)	1	0.54138471597211	0	3	1.39940941333771	1	1	5	eerste set	252176.013789539	159881.106319992
W(_674.4	highway	track	Weidestreek (Luik)	1	0.3397764793737	0	3	1.35896646976471	1	1	26	eerste set	250281.043138109	162267.387647827
W(_740	highway	unclassified	Weidestreek (Luik)	1	0.312759922099025	0	3	1.38068199157715	0	1	43	eerste set	256971.486732668	162568.88069313
W(_743.2	highway	track	Weidestreek (Luik)	1	0.477643702011917	0	3	1.44714343547821	1	1	44	eerste set	252778.62385607	159808.250242887
W(_75.7	highway	track	Weidestreek (Luik)	1	0.287398975576509	0	3	1.48355948925018	1	1	24	eerste set	249698.37940695	161101.814284433
W(_755.5	highway	track	Weidestreek (Luik)	1	0.46853784287498	0	3	1.39789569377899	0	1	72	eerste set	248423.236179676	163141.472240065
W(_783.11	highway	unclassified	Weidestreek (Luik)	1	0.546953588502349	0	4	1.53375172615051	1	1	6	eerste set	257576.864015462	158532.878892112
W(_794	highway	track	Weidestreek (Luik)	1	0.203414357419045	0	3	1.47894585132599	1	1	25	eerste set	256864.401601085	157533.539721529
W(_796.6	highway	track	Weidestreek (Luik)	1	0.520915346672131	0	4	1.5231477022171	1	1	14	eerste set	256787.892208455	158264.369887394
W(_823	highway	track	Weidestreek (Luik)	1	0.314039257680242	0	3	1.35964596271515	1	1	11	eerste set	251171.840775026	160915.28661017
W(_953	highway	unclassified	Weidestreek (Luik)	1	0.654643542430059	0	3	1.48268961906433	1	1	76	eerste set	252708.256148548	158369.828956228
W(_965.6	highway	tertiary	Weidestreek (Luik)	1	0.336314747800809	0	3	1.35267758369446	1	1	55	eerste set	253754.675536991	157407.095239858
W(_987.1	highway	tertiary	Weidestreek (Luik)	1	0.474708755678692	0	3	1.4763560295105	0	1	78	eerste set	248220.976573672	161084.920883664
